,bef,aft,id_OTU
uniq19911,OTU_bef179,OTU_aft147,True
uniq19912,OTU_bef35,,False
uniq19913,OTU_bef12,OTU_aft12,True
uniq19914,OTU_bef41,OTU_aft39,True
uniq19915,OTU_bef57,OTU_aft55,True
uniq19916,OTU_bef3,OTU_aft3,True
uniq19917,OTU_bef184,,False
uniq19918,OTU_bef61,OTU_aft59,True
uniq19919,OTU_bef1381,OTU_aft8,False
uniq1992,OTU_bef7,OTU_aft7,True
uniq19920,OTU_bef1,OTU_aft1,True
uniq19921,OTU_bef30,OTU_aft30,True
uniq19922,OTU_bef12,OTU_aft12,True
uniq19923,OTU_bef12,OTU_aft12,True
uniq19924,OTU_bef2,OTU_aft2,True
uniq19925,OTU_bef356,,False
uniq19926,OTU_bef3,OTU_aft3,True
uniq19927,OTU_bef6,OTU_aft6,True
uniq19928,OTU_bef8,OTU_aft8,True
uniq19929,OTU_bef2,OTU_aft2,True
uniq1993,OTU_bef55,OTU_aft53,True
uniq19930,OTU_bef1,OTU_aft1,True
uniq19931,OTU_bef1,OTU_aft1,True
uniq19932,OTU_bef2,OTU_aft2,True
uniq19933,OTU_bef47,OTU_aft45,True
uniq19934,OTU_bef1189,,False
uniq19935,OTU_bef1381,OTU_aft8,False
uniq19936,OTU_bef1381,OTU_aft8,False
uniq19937,OTU_bef12,OTU_aft12,True
uniq19938,OTU_bef2591,OTU_aft56,False
uniq19939,OTU_bef175,OTU_aft145,True
uniq1994,OTU_bef22,OTU_aft22,True
uniq19940,OTU_bef1190,,False
uniq19941,OTU_bef31,OTU_aft31,True
uniq19942,OTU_bef1191,,False
uniq19943,OTU_bef642,,False
uniq19944,OTU_bef1,OTU_aft1,True
uniq19945,OTU_bef74,OTU_aft71,True
uniq19946,OTU_bef8,OTU_aft8,True
uniq19947,OTU_bef32,OTU_aft32,True
uniq19948,OTU_bef28,OTU_aft28,True
uniq19949,OTU_bef112,OTU_aft101,True
uniq1995,OTU_bef16,OTU_aft16,True
uniq19950,OTU_bef8,OTU_aft8,True
uniq19951,OTU_bef9,OTU_aft9,True
uniq19952,OTU_bef37,OTU_aft35,True
uniq19953,OTU_bef260,OTU_aft192,True
uniq19954,OTU_bef129,OTU_aft112,True
uniq19955,OTU_bef1192,,False
uniq19956,OTU_bef185,,False
uniq19957,OTU_bef1193,,False
uniq19958,OTU_bef1,OTU_aft1,True
uniq19959,OTU_bef1194,,False
uniq1996,OTU_bef113,OTU_aft102,True
uniq19960,OTU_bef8,OTU_aft8,True
uniq19961,OTU_bef1,OTU_aft1,True
uniq19962,OTU_bef1,OTU_aft1,True
uniq19963,OTU_bef2,OTU_aft2,True
uniq19964,OTU_bef11,OTU_aft11,True
uniq19965,OTU_bef3,OTU_aft3,True
uniq19966,OTU_bef151,OTU_aft127,True
uniq19967,OTU_bef110,OTU_aft99,True
uniq19968,OTU_bef2,OTU_aft2,True
uniq19969,OTU_bef260,OTU_aft192,True
uniq1997,OTU_bef25,OTU_aft25,True
uniq19970,OTU_bef1,OTU_aft1,True
uniq19971,OTU_bef33,OTU_aft33,True
uniq19972,OTU_bef280,OTU_aft197,True
uniq19973,OTU_bef154,OTU_aft129,True
uniq19974,OTU_bef46,OTU_aft44,True
uniq19975,OTU_bef12,OTU_aft12,True
uniq19976,OTU_bef560,,False
uniq19977,OTU_bef184,,False
uniq19978,OTU_bef103,OTU_aft94,True
uniq19979,OTU_bef110,OTU_aft99,True
uniq1998,OTU_bef5,OTU_aft5,True
uniq19980,OTU_bef41,OTU_aft39,True
uniq19981,OTU_bef77,OTU_aft73,True
uniq19982,OTU_bef30,OTU_aft30,True
uniq19983,OTU_bef30,OTU_aft30,True
uniq19984,OTU_bef61,OTU_aft59,True
uniq19985,OTU_bef87,OTU_aft80,True
uniq19986,OTU_bef10,OTU_aft10,True
uniq19987,OTU_bef8,OTU_aft8,True
uniq19988,OTU_bef101,OTU_aft93,True
uniq19989,OTU_bef1195,,False
uniq1999,OTU_bef7,OTU_aft7,True
uniq19990,OTU_bef12,OTU_aft12,True
uniq19991,OTU_bef3,OTU_aft3,True
uniq19992,OTU_bef35,,False
uniq19993,OTU_bef2,OTU_aft2,True
uniq19994,OTU_bef2,OTU_aft2,True
uniq19995,OTU_bef103,OTU_aft94,True
uniq19996,OTU_bef1381,OTU_aft8,False
uniq19997,OTU_bef1196,,False
uniq19998,OTU_bef32,OTU_aft32,True
uniq19999,OTU_bef29,OTU_aft29,True
uniq2,OTU_bef2,OTU_aft2,True
uniq20,OTU_bef18,OTU_aft18,True
uniq200,OTU_bef131,OTU_aft114,True
uniq2000,OTU_bef67,OTU_aft64,True
uniq20000,OTU_bef12,OTU_aft12,True
uniq20001,OTU_bef2,OTU_aft2,True
uniq20002,OTU_bef3,OTU_aft3,True
uniq20003,OTU_bef1,OTU_aft1,True
uniq20004,OTU_bef54,OTU_aft52,True
uniq20005,OTU_bef1,OTU_aft1,True
uniq20006,OTU_bef1197,,False
uniq20007,OTU_bef41,OTU_aft39,True
uniq20008,OTU_bef3,OTU_aft3,True
uniq20009,OTU_bef2,OTU_aft2,True
uniq2001,OTU_bef19,OTU_aft19,True
uniq20010,OTU_bef20,OTU_aft20,True
uniq20011,OTU_bef521,,False
uniq20012,OTU_bef96,OTU_aft89,True
uniq20013,OTU_bef1198,,False
uniq20014,OTU_bef1,OTU_aft1,True
uniq20015,OTU_bef8,OTU_aft8,True
uniq20016,OTU_bef17,OTU_aft17,True
uniq20017,OTU_bef195,OTU_aft153,True
uniq20018,OTU_bef1199,,False
uniq20019,OTU_bef29,OTU_aft29,True
uniq2002,OTU_bef395,,False
uniq20020,OTU_bef101,OTU_aft93,True
uniq20021,OTU_bef1200,,False
uniq20022,OTU_bef1,OTU_aft1,True
uniq20023,OTU_bef23,OTU_aft23,True
uniq20024,OTU_bef99,OTU_aft91,True
uniq20025,OTU_bef28,OTU_aft28,True
uniq20026,OTU_bef10,OTU_aft10,True
uniq20027,OTU_bef35,,False
uniq20028,OTU_bef54,OTU_aft52,True
uniq20029,OTU_bef11,OTU_aft11,True
uniq2003,OTU_bef79,,False
uniq20030,OTU_bef1,OTU_aft1,True
uniq20031,OTU_bef37,OTU_aft35,True
uniq20032,OTU_bef3,OTU_aft3,True
uniq20033,OTU_bef1052,,False
uniq20034,OTU_bef130,OTU_aft113,True
uniq20035,OTU_bef1201,,False
uniq20036,OTU_bef109,OTU_aft98,True
uniq20037,OTU_bef6,OTU_aft6,True
uniq20038,OTU_bef130,OTU_aft113,True
uniq20039,OTU_bef1,OTU_aft1,True
uniq2004,OTU_bef5,OTU_aft5,True
uniq20040,OTU_bef8,OTU_aft8,True
uniq20041,OTU_bef3,OTU_aft3,True
uniq20042,OTU_bef36,,False
uniq20043,OTU_bef9,OTU_aft9,True
uniq20044,OTU_bef10,OTU_aft10,True
uniq20045,OTU_bef37,OTU_aft35,True
uniq20046,OTU_bef1202,,False
uniq20047,OTU_bef46,OTU_aft44,True
uniq20048,OTU_bef988,,False
uniq20049,OTU_bef369,,False
uniq2005,OTU_bef15,OTU_aft15,True
uniq20050,OTU_bef1203,,False
uniq20051,OTU_bef284,OTU_aft199,True
uniq20052,OTU_bef28,OTU_aft28,True
uniq20053,OTU_bef1381,OTU_aft8,False
uniq20054,OTU_bef24,OTU_aft24,True
uniq20055,OTU_bef23,OTU_aft23,True
uniq20056,OTU_bef3,OTU_aft3,True
uniq20057,OTU_bef89,OTU_aft82,True
uniq20058,OTU_bef28,OTU_aft28,True
uniq20059,OTU_bef32,OTU_aft32,True
uniq2006,OTU_bef26,OTU_aft26,True
uniq20060,OTU_bef94,OTU_aft87,True
uniq20061,OTU_bef1,OTU_aft1,True
uniq20062,OTU_bef8,OTU_aft8,True
uniq20063,OTU_bef17,OTU_aft17,True
uniq20064,OTU_bef9,OTU_aft9,True
uniq20065,OTU_bef24,OTU_aft24,True
uniq20066,OTU_bef2,OTU_aft2,True
uniq20067,OTU_bef10,OTU_aft10,True
uniq20068,OTU_bef103,OTU_aft94,True
uniq20069,OTU_bef17,OTU_aft17,True
uniq2007,OTU_bef396,,False
uniq20070,OTU_bef2,OTU_aft2,True
uniq20071,OTU_bef235,OTU_aft176,True
uniq20072,OTU_bef43,OTU_aft41,True
uniq20073,OTU_bef1,OTU_aft1,True
uniq20074,OTU_bef1204,,False
uniq20075,OTU_bef9,OTU_aft9,True
uniq20076,OTU_bef2,OTU_aft2,True
uniq20077,OTU_bef31,OTU_aft31,True
uniq20078,OTU_bef60,OTU_aft58,True
uniq20079,OTU_bef1205,,False
uniq2008,OTU_bef4,OTU_aft4,True
uniq20080,OTU_bef11,OTU_aft11,True
uniq20081,OTU_bef47,OTU_aft45,True
uniq20082,OTU_bef8,OTU_aft8,True
uniq20083,OTU_bef11,OTU_aft11,True
uniq20084,OTU_bef1206,,False
uniq20085,OTU_bef50,OTU_aft48,True
uniq20086,OTU_bef3,OTU_aft3,True
uniq20087,OTU_bef31,OTU_aft31,True
uniq20088,OTU_bef11,OTU_aft11,True
uniq20089,OTU_bef8,OTU_aft8,True
uniq2009,OTU_bef7,OTU_aft7,True
uniq20090,OTU_bef963,OTU_aft3,False
uniq20091,OTU_bef60,OTU_aft58,True
uniq20092,OTU_bef154,OTU_aft129,True
uniq20093,OTU_bef11,OTU_aft11,True
uniq20094,OTU_bef17,OTU_aft17,True
uniq20095,OTU_bef1207,,False
uniq20096,OTU_bef943,OTU_aft35,False
uniq20097,OTU_bef3,OTU_aft3,True
uniq20098,OTU_bef1208,,False
uniq20099,OTU_bef61,OTU_aft59,True
uniq201,OTU_bef22,OTU_aft22,True
uniq2010,OTU_bef16,OTU_aft16,True
uniq20100,OTU_bef6,OTU_aft6,True
uniq20101,OTU_bef2,OTU_aft2,True
uniq20102,OTU_bef51,OTU_aft49,True
uniq20103,OTU_bef9,OTU_aft9,True
uniq20104,OTU_bef6,OTU_aft6,True
uniq20105,OTU_bef6,OTU_aft6,True
uniq20106,OTU_bef1209,,False
uniq20107,OTU_bef28,OTU_aft28,True
uniq20108,OTU_bef1013,,False
uniq20109,OTU_bef48,OTU_aft46,True
uniq2011,OTU_bef83,OTU_aft78,True
uniq20110,OTU_bef339,,False
uniq20111,OTU_bef77,OTU_aft73,True
uniq20112,OTU_bef103,OTU_aft94,True
uniq20113,OTU_bef6,OTU_aft6,True
uniq20114,OTU_bef30,OTU_aft30,True
uniq20115,OTU_bef54,OTU_aft52,True
uniq20116,OTU_bef9,OTU_aft9,True
uniq20117,OTU_bef1210,,False
uniq20118,OTU_bef37,OTU_aft35,True
uniq20119,OTU_bef2,OTU_aft2,True
uniq2012,OTU_bef16,OTU_aft16,True
uniq20120,OTU_bef2,OTU_aft2,True
uniq20121,OTU_bef3,OTU_aft3,True
uniq20122,OTU_bef9,OTU_aft9,True
uniq20123,OTU_bef151,OTU_aft127,True
uniq20124,OTU_bef29,OTU_aft29,True
uniq20125,OTU_bef54,OTU_aft52,True
uniq20126,OTU_bef3,OTU_aft3,True
uniq20127,OTU_bef1,OTU_aft1,True
uniq20128,OTU_bef1,OTU_aft1,True
uniq20129,OTU_bef1381,OTU_aft8,False
uniq2013,OTU_bef7,OTU_aft7,True
uniq20130,OTU_bef1211,,False
uniq20131,OTU_bef1,OTU_aft1,True
uniq20132,OTU_bef170,OTU_aft141,True
uniq20133,OTU_bef217,OTU_aft166,True
uniq20134,OTU_bef3,OTU_aft3,True
uniq20135,OTU_bef41,OTU_aft39,True
uniq20136,OTU_bef2591,OTU_aft56,False
uniq20137,OTU_bef24,OTU_aft24,True
uniq20138,OTU_bef54,OTU_aft52,True
uniq20139,OTU_bef175,OTU_aft145,True
uniq2014,OTU_bef49,OTU_aft47,True
uniq20140,OTU_bef3,OTU_aft3,True
uniq20141,OTU_bef280,OTU_aft197,True
uniq20142,OTU_bef37,OTU_aft35,True
uniq20143,OTU_bef1212,,False
uniq20144,OTU_bef470,,False
uniq20145,OTU_bef2,OTU_aft2,True
uniq20146,OTU_bef8,OTU_aft8,True
uniq20147,OTU_bef31,OTU_aft31,True
uniq20148,OTU_bef2,OTU_aft2,True
uniq20149,OTU_bef470,,False
uniq2015,OTU_bef55,OTU_aft53,True
uniq20150,OTU_bef24,OTU_aft24,True
uniq20151,OTU_bef1213,,False
uniq20152,OTU_bef175,OTU_aft145,True
uniq20153,OTU_bef1,OTU_aft1,True
uniq20154,OTU_bef78,OTU_aft74,True
uniq20155,OTU_bef50,OTU_aft48,True
uniq20156,OTU_bef3,OTU_aft3,True
uniq20157,OTU_bef2,OTU_aft2,True
uniq20158,OTU_bef2,OTU_aft2,True
uniq20159,OTU_bef11,OTU_aft11,True
uniq2016,OTU_bef5,OTU_aft5,True
uniq20160,OTU_bef32,OTU_aft32,True
uniq20161,OTU_bef118,OTU_aft106,True
uniq20162,OTU_bef2,OTU_aft2,True
uniq20163,OTU_bef48,OTU_aft46,True
uniq20164,OTU_bef483,,False
uniq20165,OTU_bef1,OTU_aft1,True
uniq20166,OTU_bef2,OTU_aft2,True
uniq20167,OTU_bef1,OTU_aft1,True
uniq20168,OTU_bef31,OTU_aft31,True
uniq20169,OTU_bef59,OTU_aft57,True
uniq2017,OTU_bef44,OTU_aft42,True
uniq20170,OTU_bef8,OTU_aft8,True
uniq20171,OTU_bef28,OTU_aft28,True
uniq20172,OTU_bef54,OTU_aft52,True
uniq20173,OTU_bef35,,False
uniq20174,OTU_bef215,OTU_aft164,True
uniq20175,OTU_bef8,OTU_aft8,True
uniq20176,OTU_bef105,OTU_aft96,True
uniq20177,OTU_bef8,OTU_aft8,True
uniq20178,OTU_bef1214,,False
uniq20179,OTU_bef54,OTU_aft52,True
uniq2018,OTU_bef4,OTU_aft4,True
uniq20180,OTU_bef3,OTU_aft3,True
uniq20181,OTU_bef37,OTU_aft35,True
uniq20182,OTU_bef1215,,False
uniq20183,OTU_bef61,OTU_aft59,True
uniq20184,OTU_bef43,OTU_aft41,True
uniq20185,OTU_bef11,OTU_aft11,True
uniq20186,OTU_bef1216,,False
uniq20187,OTU_bef11,OTU_aft11,True
uniq20188,OTU_bef28,OTU_aft28,True
uniq20189,OTU_bef40,OTU_aft38,True
uniq2019,OTU_bef5,OTU_aft5,True
uniq20190,OTU_bef1,OTU_aft1,True
uniq20191,OTU_bef28,OTU_aft28,True
uniq20192,OTU_bef105,OTU_aft96,True
uniq20193,OTU_bef1209,,False
uniq20194,OTU_bef1217,,False
uniq20195,OTU_bef31,OTU_aft31,True
uniq20196,OTU_bef261,,False
uniq20197,OTU_bef105,OTU_aft96,True
uniq20198,OTU_bef23,OTU_aft23,True
uniq20199,OTU_bef1196,,False
uniq202,OTU_bef132,,False
uniq2020,OTU_bef76,,False
uniq20200,OTU_bef1,OTU_aft1,True
uniq20201,OTU_bef24,OTU_aft24,True
uniq20202,OTU_bef1,OTU_aft1,True
uniq20203,OTU_bef6,OTU_aft6,True
uniq20204,OTU_bef2,OTU_aft2,True
uniq20205,OTU_bef43,OTU_aft41,True
uniq20206,OTU_bef12,OTU_aft12,True
uniq20207,OTU_bef29,OTU_aft29,True
uniq20208,OTU_bef10,OTU_aft10,True
uniq20209,OTU_bef31,OTU_aft31,True
uniq2021,OTU_bef5,OTU_aft5,True
uniq20210,OTU_bef43,OTU_aft41,True
uniq20211,OTU_bef28,OTU_aft28,True
uniq20212,OTU_bef1218,,False
uniq20213,OTU_bef1219,,False
uniq20214,OTU_bef6,OTU_aft6,True
uniq20215,OTU_bef1,OTU_aft1,True
uniq20216,OTU_bef1,OTU_aft1,True
uniq20217,OTU_bef10,OTU_aft10,True
uniq20218,OTU_bef121,OTU_aft108,True
uniq20219,OTU_bef1220,,False
uniq2022,OTU_bef7,OTU_aft7,True
uniq20220,OTU_bef20,OTU_aft20,True
uniq20221,OTU_bef33,OTU_aft33,True
uniq20222,OTU_bef6,OTU_aft6,True
uniq20223,OTU_bef159,OTU_aft134,True
uniq20224,OTU_bef555,,False
uniq20225,OTU_bef24,OTU_aft24,True
uniq20226,OTU_bef2,OTU_aft2,True
uniq20227,OTU_bef1221,,False
uniq20228,OTU_bef1222,,False
uniq20229,OTU_bef1,OTU_aft1,True
uniq2023,OTU_bef5,OTU_aft5,True
uniq20230,OTU_bef42,OTU_aft40,True
uniq20231,OTU_bef2,OTU_aft2,True
uniq20232,OTU_bef78,OTU_aft74,True
uniq20233,OTU_bef10,OTU_aft10,True
uniq20234,OTU_bef11,OTU_aft11,True
uniq20235,OTU_bef2,OTU_aft2,True
uniq20236,OTU_bef96,OTU_aft89,True
uniq20237,OTU_bef8,OTU_aft8,True
uniq20238,OTU_bef1223,,False
uniq20239,OTU_bef24,OTU_aft24,True
uniq2024,OTU_bef2,OTU_aft2,True
uniq20240,OTU_bef1,OTU_aft1,True
uniq20241,OTU_bef24,OTU_aft24,True
uniq20242,OTU_bef2,OTU_aft2,True
uniq20243,OTU_bef1190,,False
uniq20244,OTU_bef61,OTU_aft59,True
uniq20245,OTU_bef3,OTU_aft3,True
uniq20246,OTU_bef1,OTU_aft1,True
uniq20247,OTU_bef1381,OTU_aft8,False
uniq20248,OTU_bef157,OTU_aft132,True
uniq20249,OTU_bef2,OTU_aft2,True
uniq2025,OTU_bef13,OTU_aft13,True
uniq20250,OTU_bef1,OTU_aft1,True
uniq20251,OTU_bef170,OTU_aft141,True
uniq20252,OTU_bef28,OTU_aft28,True
uniq20253,OTU_bef40,OTU_aft38,True
uniq20254,OTU_bef48,OTU_aft46,True
uniq20255,OTU_bef61,OTU_aft59,True
uniq20256,OTU_bef2,OTU_aft2,True
uniq20257,OTU_bef1224,,False
uniq20258,OTU_bef2,OTU_aft2,True
uniq20259,OTU_bef37,OTU_aft35,True
uniq2026,OTU_bef219,OTU_aft4,False
uniq20260,OTU_bef284,OTU_aft199,True
uniq20261,OTU_bef3,OTU_aft3,True
uniq20262,OTU_bef75,OTU_aft72,True
uniq20263,OTU_bef1225,,False
uniq20264,OTU_bef1226,,False
uniq20265,OTU_bef1,OTU_aft1,True
uniq20266,OTU_bef24,OTU_aft24,True
uniq20267,OTU_bef2,OTU_aft2,True
uniq20268,OTU_bef8,OTU_aft8,True
uniq20269,OTU_bef122,,False
uniq2027,OTU_bef7,OTU_aft7,True
uniq20270,OTU_bef1227,,False
uniq20271,OTU_bef94,OTU_aft87,True
uniq20272,OTU_bef1,OTU_aft1,True
uniq20273,OTU_bef82,OTU_aft77,True
uniq20274,OTU_bef42,OTU_aft40,True
uniq20275,OTU_bef30,OTU_aft30,True
uniq20276,OTU_bef1228,,False
uniq20277,OTU_bef110,OTU_aft99,True
uniq20278,OTU_bef37,OTU_aft35,True
uniq20279,OTU_bef117,OTU_aft105,True
uniq2028,OTU_bef5,OTU_aft5,True
uniq20280,OTU_bef6,OTU_aft6,True
uniq20281,OTU_bef1,OTU_aft1,True
uniq20282,OTU_bef1229,,False
uniq20283,OTU_bef1230,,False
uniq20284,OTU_bef12,OTU_aft12,True
uniq20285,OTU_bef10,OTU_aft10,True
uniq20286,OTU_bef3,OTU_aft3,True
uniq20287,OTU_bef8,OTU_aft8,True
uniq20288,OTU_bef12,OTU_aft12,True
uniq20289,OTU_bef30,OTU_aft30,True
uniq2029,OTU_bef4,OTU_aft4,True
uniq20290,OTU_bef3,OTU_aft3,True
uniq20291,OTU_bef184,,False
uniq20292,OTU_bef208,OTU_aft161,True
uniq20293,OTU_bef60,OTU_aft58,True
uniq20294,OTU_bef1,OTU_aft1,True
uniq20295,OTU_bef133,OTU_aft115,True
uniq20296,OTU_bef226,OTU_aft171,True
uniq20297,OTU_bef17,OTU_aft17,True
uniq20298,OTU_bef54,OTU_aft52,True
uniq20299,OTU_bef287,OTU_aft200,True
uniq203,OTU_bef133,OTU_aft115,True
uniq2030,OTU_bef5,OTU_aft5,True
uniq20300,OTU_bef53,OTU_aft51,True
uniq20301,OTU_bef32,OTU_aft32,True
uniq20302,OTU_bef275,,False
uniq20303,OTU_bef12,OTU_aft12,True
uniq20304,OTU_bef1231,,False
uniq20305,OTU_bef1232,,False
uniq20306,OTU_bef54,OTU_aft52,True
uniq20307,OTU_bef719,OTU_aft40,False
uniq20308,OTU_bef37,OTU_aft35,True
uniq20309,OTU_bef58,OTU_aft56,True
uniq2031,OTU_bef7,OTU_aft7,True
uniq20310,OTU_bef226,OTU_aft171,True
uniq20311,OTU_bef175,OTU_aft145,True
uniq20312,OTU_bef188,OTU_aft150,True
uniq20313,OTU_bef1,OTU_aft1,True
uniq20314,OTU_bef534,,False
uniq20315,OTU_bef50,OTU_aft48,True
uniq20316,OTU_bef2,OTU_aft2,True
uniq20317,OTU_bef3,OTU_aft3,True
uniq20318,OTU_bef1,OTU_aft1,True
uniq20319,OTU_bef2,OTU_aft2,True
uniq2032,OTU_bef15,OTU_aft15,True
uniq20320,OTU_bef24,OTU_aft24,True
uniq20321,OTU_bef56,OTU_aft54,True
uniq20322,OTU_bef1,OTU_aft1,True
uniq20323,OTU_bef885,OTU_aft52,False
uniq20324,OTU_bef1,OTU_aft1,True
uniq20325,OTU_bef1233,,False
uniq20326,OTU_bef3,OTU_aft3,True
uniq20327,OTU_bef12,OTU_aft12,True
uniq20328,OTU_bef3,OTU_aft3,True
uniq20329,OTU_bef48,OTU_aft46,True
uniq2033,OTU_bef13,OTU_aft13,True
uniq20330,OTU_bef1,OTU_aft1,True
uniq20331,OTU_bef30,OTU_aft30,True
uniq20332,OTU_bef56,OTU_aft54,True
uniq20333,OTU_bef1,OTU_aft1,True
uniq20334,OTU_bef24,OTU_aft24,True
uniq20335,OTU_bef252,,False
uniq20336,OTU_bef33,OTU_aft33,True
uniq20337,OTU_bef1,OTU_aft1,True
uniq20338,OTU_bef12,OTU_aft12,True
uniq20339,OTU_bef1,OTU_aft1,True
uniq2034,OTU_bef19,OTU_aft19,True
uniq20340,OTU_bef1234,,False
uniq20341,OTU_bef10,OTU_aft10,True
uniq20342,OTU_bef75,OTU_aft72,True
uniq20343,OTU_bef1235,,False
uniq20344,OTU_bef6,OTU_aft6,True
uniq20345,OTU_bef1236,,False
uniq20346,OTU_bef20,OTU_aft20,True
uniq20347,OTU_bef30,OTU_aft30,True
uniq20348,OTU_bef10,OTU_aft10,True
uniq20349,OTU_bef1,OTU_aft1,True
uniq2035,OTU_bef44,OTU_aft42,True
uniq20350,OTU_bef56,OTU_aft54,True
uniq20351,OTU_bef36,,False
uniq20352,OTU_bef957,,False
uniq20353,OTU_bef175,OTU_aft145,True
uniq20354,OTU_bef1,OTU_aft1,True
uniq20355,OTU_bef449,,False
uniq20356,OTU_bef146,OTU_aft123,True
uniq20357,OTU_bef10,OTU_aft10,True
uniq20358,OTU_bef1,OTU_aft1,True
uniq20359,OTU_bef32,OTU_aft32,True
uniq2036,OTU_bef13,OTU_aft13,True
uniq20360,OTU_bef1237,,False
uniq20361,OTU_bef23,OTU_aft23,True
uniq20362,OTU_bef53,OTU_aft51,True
uniq20363,OTU_bef6,OTU_aft6,True
uniq20364,OTU_bef2,OTU_aft2,True
uniq20365,OTU_bef9,OTU_aft9,True
uniq20366,OTU_bef40,OTU_aft38,True
uniq20367,OTU_bef1,OTU_aft1,True
uniq20368,OTU_bef2591,OTU_aft56,False
uniq20369,OTU_bef24,OTU_aft24,True
uniq2037,OTU_bef38,OTU_aft36,True
uniq20370,OTU_bef1238,,False
uniq20371,OTU_bef57,OTU_aft55,True
uniq20372,OTU_bef1239,,False
uniq20373,OTU_bef75,OTU_aft72,True
uniq20374,OTU_bef3,OTU_aft3,True
uniq20375,OTU_bef24,OTU_aft24,True
uniq20376,OTU_bef11,OTU_aft11,True
uniq20377,OTU_bef1,OTU_aft1,True
uniq20378,OTU_bef28,OTU_aft28,True
uniq20379,OTU_bef28,OTU_aft28,True
uniq2038,OTU_bef16,OTU_aft16,True
uniq20380,OTU_bef12,OTU_aft12,True
uniq20381,OTU_bef40,OTU_aft38,True
uniq20382,OTU_bef8,OTU_aft8,True
uniq20383,OTU_bef89,OTU_aft82,True
uniq20384,OTU_bef1240,,False
uniq20385,OTU_bef3,OTU_aft3,True
uniq20386,OTU_bef1241,,False
uniq20387,OTU_bef2,OTU_aft2,True
uniq20388,OTU_bef17,OTU_aft17,True
uniq20389,OTU_bef10,OTU_aft10,True
uniq2039,OTU_bef45,OTU_aft43,True
uniq20390,OTU_bef1242,,False
uniq20391,OTU_bef11,OTU_aft11,True
uniq20392,OTU_bef208,OTU_aft161,True
uniq20393,OTU_bef40,OTU_aft38,True
uniq20394,OTU_bef1,OTU_aft1,True
uniq20395,OTU_bef94,OTU_aft87,True
uniq20396,OTU_bef963,OTU_aft3,False
uniq20397,OTU_bef12,OTU_aft12,True
uniq20398,OTU_bef20,OTU_aft20,True
uniq20399,OTU_bef8,OTU_aft8,True
uniq204,OTU_bef89,OTU_aft82,True
uniq2040,OTU_bef7,OTU_aft7,True
uniq20400,OTU_bef1243,,False
uniq20401,OTU_bef98,OTU_aft90,True
uniq20402,OTU_bef195,OTU_aft153,True
uniq20403,OTU_bef1,OTU_aft1,True
uniq20404,OTU_bef2,OTU_aft2,True
uniq20405,OTU_bef1244,,False
uniq20406,OTU_bef1245,,False
uniq20407,OTU_bef1,OTU_aft1,True
uniq20408,OTU_bef54,OTU_aft52,True
uniq20409,OTU_bef233,OTU_aft175,True
uniq2041,OTU_bef38,OTU_aft36,True
uniq20410,OTU_bef17,OTU_aft17,True
uniq20411,OTU_bef23,OTU_aft23,True
uniq20412,OTU_bef175,OTU_aft145,True
uniq20413,OTU_bef2,OTU_aft2,True
uniq20414,OTU_bef1246,,False
uniq20415,OTU_bef8,OTU_aft8,True
uniq20416,OTU_bef8,OTU_aft8,True
uniq20417,OTU_bef62,OTU_aft60,True
uniq20418,OTU_bef28,OTU_aft28,True
uniq20419,OTU_bef8,OTU_aft8,True
uniq2042,OTU_bef125,,False
uniq20420,OTU_bef96,OTU_aft89,True
uniq20421,OTU_bef195,OTU_aft153,True
uniq20422,OTU_bef352,,False
uniq20423,OTU_bef2,OTU_aft2,True
uniq20424,OTU_bef1247,,False
uniq20425,OTU_bef9,OTU_aft9,True
uniq20426,OTU_bef1248,,False
uniq20427,OTU_bef32,OTU_aft32,True
uniq20428,OTU_bef963,OTU_aft3,False
uniq20429,OTU_bef51,OTU_aft49,True
uniq2043,OTU_bef54,OTU_aft52,True
uniq20430,OTU_bef261,,False
uniq20431,OTU_bef111,OTU_aft100,True
uniq20432,OTU_bef162,,False
uniq20433,OTU_bef8,OTU_aft8,True
uniq20434,OTU_bef37,OTU_aft35,True
uniq20435,OTU_bef37,OTU_aft35,True
uniq20436,OTU_bef37,OTU_aft35,True
uniq20437,OTU_bef1,OTU_aft1,True
uniq20438,OTU_bef118,OTU_aft106,True
uniq20439,OTU_bef24,OTU_aft24,True
uniq2044,OTU_bef27,OTU_aft27,True
uniq20440,OTU_bef2,OTU_aft2,True
uniq20441,OTU_bef3,OTU_aft3,True
uniq20442,OTU_bef2,OTU_aft2,True
uniq20443,OTU_bef12,OTU_aft12,True
uniq20444,OTU_bef3,OTU_aft3,True
uniq20445,OTU_bef1381,OTU_aft8,False
uniq20446,OTU_bef8,OTU_aft8,True
uniq20447,OTU_bef2,OTU_aft2,True
uniq20448,OTU_bef1,OTU_aft1,True
uniq20449,OTU_bef1381,OTU_aft8,False
uniq2045,OTU_bef397,,False
uniq20450,OTU_bef309,OTU_aft209,True
uniq20451,OTU_bef1,OTU_aft1,True
uniq20452,OTU_bef41,OTU_aft39,True
uniq20453,OTU_bef8,OTU_aft8,True
uniq20454,OTU_bef50,OTU_aft48,True
uniq20455,OTU_bef206,OTU_aft159,True
uniq20456,OTU_bef12,OTU_aft12,True
uniq20457,OTU_bef32,OTU_aft32,True
uniq20458,OTU_bef1,OTU_aft1,True
uniq20459,OTU_bef203,,False
