,reads,uniqs,uniqs_in_bef_OTU,bef_OTU,uniqs_in_aft_OTU,aft_OTU,Got_a_OTU,Got_both,Got_nor,master_OTU
RNBC1_NREP8_tag32_A1,133,6,6,2,5,1,6,5,0,2
RNBC1_NREP8_tag32_A2,4,2,2,2,1,1,2,1,0,2
RNBC1_NREP8_tag32_A3,993,102,102,17,93,9,102,93,0,17
RNBC1_NREP8_tag32_A4,3196,276,276,15,264,5,276,264,0,15
RNBC1_NREP8_tag32_A5,14,6,6,6,2,2,6,2,0,6
RNBC1_NREP8_tag32_A6,2,2,2,2,2,2,2,2,0,2
RNBC1_NREP8_tag32_A7,2954,264,264,11,256,4,264,256,0,11
RNBC1_NREP8_tag32_A8,2,1,1,1,1,1,1,1,0,1
RNBC1_NREP8_tag32_A9,2,2,2,2,2,2,2,2,0,2
RNBC1_NREP8_tag32_B11,216,13,13,1,13,1,13,13,0,1
RNBC1_NREP8_tag32_B12,479,54,54,3,54,3,54,54,0,3
RNBC1_NREP8_tag32_B2,2,2,2,2,2,2,2,2,0,2
RNBC1_NREP8_tag32_B3,126,39,39,3,39,3,39,39,0,4
RNBC1_NREP8_tag32_B4,1519,244,244,3,244,3,244,244,0,3
RNBC1_NREP8_tag32_B5,8,4,4,4,1,1,4,1,0,4
RNBC1_NREP8_tag32_B6,2,2,2,1,2,1,2,2,0,2
RNBC1_NREP8_tag32_B7,8313,939,939,11,862,7,939,862,0,11
RNBC1_NREP8_tag32_B8,74,10,10,5,10,4,10,10,0,5
RNBC1_NREP8_tag32_C10,58,4,4,3,2,1,4,2,0,3
RNBC1_NREP8_tag32_B9,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP8_tag32_C11,199,49,49,27,30,12,49,30,0,27
RNBC1_NREP8_tag32_C12,481,47,47,5,44,3,47,44,0,6
RNBC1_NREP8_tag32_C1,20,3,3,2,1,1,3,1,0,2
RNBC1_NREP8_tag32_C3,2,2,2,2,1,1,2,1,0,3
RNBC1_NREP8_tag32_C5,11,4,4,2,4,2,4,4,0,2
RNBC1_NREP8_tag32_C2,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP8_tag32_C4,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP8_tag32_C6,42,31,31,6,26,4,31,26,0,6
RNBC1_NREP8_tag32_C7,2046,213,213,15,202,4,213,202,0,15
RNBC1_NREP8_tag32_C9,917,82,82,7,78,3,82,78,0,7
RNBC1_NREP8_tag32_D11,286,53,53,29,37,14,53,37,0,29
RNBC1_NREP8_tag32_D10,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP8_tag32_D12,18,10,10,8,8,6,10,8,0,8
RNBC1_NREP8_tag32_D1,1,1,1,1,0,0,1,0,0,1
RNBC1_NREP8_tag32_D3,2,1,1,1,0,0,1,0,0,1
RNBC1_NREP8_tag32_D4,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP8_tag32_D5,11,9,9,1,9,1,9,9,0,1
RNBC1_NREP8_tag32_D6,4,3,3,3,1,1,3,1,0,3
RNBC1_NREP8_tag32_D7,57,22,22,5,18,1,22,18,0,5
RNBC1_NREP8_tag32_D8,275,17,17,3,15,1,17,15,0,3
RNBC1_NREP8_tag32_D9,1162,120,120,11,115,6,120,115,0,11
RNBC1_NREP8_tag32_E10,43,13,13,10,11,8,13,11,0,10
RNBC1_NREP8_tag32_E1,6,3,3,2,0,0,3,0,0,2
RNBC1_NREP8_tag32_E12,7,6,6,6,6,6,6,6,0,6
RNBC1_NREP8_tag32_E2,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP8_tag32_E4,92,25,25,2,24,1,25,24,0,2
RNBC1_NREP8_tag32_E5,127,36,36,13,33,10,36,33,0,13
RNBC1_NREP8_tag32_E6,7,5,5,3,4,2,5,4,0,3
RNBC1_NREP8_tag32_E7,28,7,7,6,2,1,7,2,0,6
RNBC1_NREP8_tag32_E8,47,14,14,10,11,6,14,11,0,10
RNBC1_NREP8_tag32_E9,24,8,8,7,4,4,8,4,0,7
RNBC1_NREP8_tag32_F10,9,5,5,5,2,2,5,2,0,5
RNBC1_NREP8_tag32_F11,1486,243,243,34,213,14,243,213,0,34
RNBC1_NREP8_tag32_F12,5,5,5,5,5,5,5,5,0,5
RNBC1_NREP8_tag32_F2,2,1,1,1,0,0,1,0,0,1
RNBC1_NREP8_tag32_F3,2,2,2,2,1,1,2,1,0,2
RNBC1_NREP8_tag32_F4,3,3,3,2,3,2,3,3,0,2
RNBC1_NREP8_tag32_F5,3,2,2,2,2,2,2,2,0,2
RNBC1_NREP8_tag32_F6,2,2,2,2,2,2,2,2,0,2
RNBC1_NREP8_tag32_F7,3112,339,339,19,297,3,339,297,0,19
RNBC1_NREP8_tag32_F8,726,151,151,15,143,8,151,143,0,15
RNBC1_NREP8_tag32_F9,199,21,21,15,3,3,21,3,0,16
RNBC1_NREP8_tag32_G10,57,20,20,6,18,4,20,18,0,6
RNBC1_NREP8_tag32_G11,47,9,9,8,4,3,9,4,0,8
RNBC1_NREP8_tag32_G12,1059,89,89,8,85,5,89,85,0,8
RNBC1_NREP8_tag32_G1,2,2,2,2,1,1,2,1,0,2
RNBC1_NREP8_tag32_G4,9,5,5,4,4,3,5,4,0,4
RNBC1_NREP8_tag32_G3,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP8_tag32_G6,518,43,43,9,35,2,43,35,0,9
RNBC1_NREP8_tag32_G7,14,2,2,2,2,2,2,2,0,2
RNBC1_NREP8_tag32_G8,61,11,11,8,9,6,11,9,0,8
RNBC1_NREP8_tag32_G9,53,11,11,4,11,4,11,11,0,4
RNBC1_NREP8_tag32_H10,28,8,8,6,6,4,8,6,0,6
RNBC1_NREP8_tag32_H11,131,13,13,6,11,4,13,11,0,6
RNBC1_NREP8_tag32_H12,484,46,46,8,41,5,46,41,0,8
RNBC1_NREP8_tag32_H2,2,1,1,1,1,1,1,1,0,1
RNBC1_NREP8_tag32_H3,3,1,1,1,1,1,1,1,0,1
RNBC1_NREP8_tag32_H4,24,8,8,6,7,5,8,7,0,6
RNBC1_NREP8_tag32_H6,3314,286,286,41,250,20,286,250,0,41
RNBC1_NREP8_tag32_H5,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP8_tag32_H1,1,1,1,1,0,0,1,0,0,1
RNBC1_NREP8_tag32_H7,4,3,3,2,3,2,3,3,0,2
RNBC1_NREP8_tag32_H8,108,23,23,9,15,2,23,15,0,9
RNBC1_NREP8_tag32_H9,64,26,26,7,20,1,26,20,0,7
RNBC1_NREP9_tag33_A10,35,8,8,7,4,3,8,4,0,7
RNBC1_NREP9_tag33_A11,596,58,58,11,52,6,58,52,0,11
RNBC1_NREP9_tag33_A12,32,11,11,10,8,4,11,8,0,10
RNBC1_NREP9_tag33_A1,16,6,6,5,5,4,6,5,0,5
RNBC1_NREP9_tag33_A2,3,2,2,2,1,1,2,1,0,2
RNBC1_NREP9_tag33_A3,3375,319,319,17,302,3,319,302,0,18
RNBC1_NREP9_tag33_A4,18,6,6,6,5,5,6,5,0,6
RNBC1_NREP9_tag33_A5,397,92,92,30,68,9,92,68,0,31
RNBC1_NREP9_tag33_A6,7,3,3,1,3,1,3,3,0,1
RNBC1_NREP9_tag33_A7,6913,499,499,34,472,10,499,472,0,35
RNBC1_NREP9_tag33_A9,8,4,4,4,0,0,4,0,0,4
RNBC1_NREP9_tag33_B10,4,2,2,2,2,2,2,2,0,2
RNBC1_NREP9_tag33_B11,3,2,2,2,2,2,2,2,0,2
RNBC1_NREP9_tag33_B12,35,18,18,1,18,1,18,18,0,1
RNBC1_NREP9_tag33_B3,2,1,1,1,0,0,1,0,0,1
RNBC1_NREP9_tag33_B1,5,2,2,1,2,1,2,2,0,1
RNBC1_NREP9_tag33_B2,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP9_tag33_B4,24,8,8,7,3,3,8,3,0,7
RNBC1_NREP9_tag33_B5,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP9_tag33_B6,3,3,3,3,3,3,3,3,0,3
RNBC1_NREP9_tag33_B7,23951,815,815,2,815,2,815,815,0,2
RNBC1_NREP9_tag33_B8,536,77,77,10,70,5,77,70,0,10
RNBC1_NREP9_tag33_B9,4,3,3,2,3,2,3,3,0,2
RNBC1_NREP9_tag33_C10,70,29,29,3,29,3,29,29,0,4
RNBC1_NREP9_tag33_C11,2235,243,243,9,234,4,243,234,0,9
RNBC1_NREP9_tag33_C12,13,5,5,2,4,1,5,4,0,2
RNBC1_NREP9_tag33_C4,9,3,3,3,2,2,3,2,0,4
RNBC1_NREP9_tag33_C3,6,1,1,1,1,1,1,1,0,1
RNBC1_NREP9_tag33_C5,8,3,3,1,3,1,3,3,0,1
RNBC1_NREP9_tag33_C6,17,8,8,1,8,1,8,8,0,1
RNBC1_NREP9_tag33_C7,449,87,87,10,75,8,87,75,0,10
RNBC1_NREP9_tag33_C8,2,1,1,1,0,0,1,0,0,1
RNBC1_NREP9_tag33_C9,1947,161,161,4,161,4,161,161,0,5
RNBC1_NREP9_tag33_D10,41,17,17,4,17,4,17,17,0,5
RNBC1_NREP9_tag33_D11,22658,829,829,7,821,6,829,821,0,7
RNBC1_NREP9_tag33_D12,174,16,16,3,16,3,16,16,0,4
RNBC1_NREP9_tag33_D1,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP9_tag33_D3,2,2,2,1,2,1,2,2,0,1
RNBC1_NREP9_tag33_D5,4,4,4,3,4,3,4,4,0,3
RNBC1_NREP9_tag33_D7,8,5,5,4,5,4,5,5,0,4
RNBC1_NREP9_tag33_D8,8,1,1,1,1,1,1,1,0,1
RNBC1_NREP9_tag33_D2,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP9_tag33_D9,10,3,3,3,1,1,3,1,0,3
RNBC1_NREP9_tag33_E10,359,29,29,4,29,4,29,29,0,4
RNBC1_NREP9_tag33_E11,169,60,60,6,56,2,60,56,0,6
RNBC1_NREP9_tag33_E12,285,23,23,4,22,3,23,22,0,4
RNBC1_NREP9_tag33_E2,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP9_tag33_E3,22,9,9,1,9,1,9,9,0,1
RNBC1_NREP9_tag33_E5,694,83,83,6,78,2,83,78,0,6
RNBC1_NREP9_tag33_E6,3,3,3,2,3,2,3,3,0,2
RNBC1_NREP9_tag33_E7,169,20,20,4,20,4,20,20,0,4
RNBC1_NREP9_tag33_E8,49,13,13,2,13,2,13,13,0,2
RNBC1_NREP9_tag33_E9,1747,162,162,2,162,2,162,162,0,2
RNBC1_NREP9_tag33_F10,4,3,3,3,2,2,3,2,0,3
RNBC1_NREP9_tag33_F11,5655,314,314,4,314,4,314,314,0,4
RNBC1_NREP9_tag33_F12,92,33,33,4,31,2,33,31,0,4
RNBC1_NREP9_tag33_F1,4,1,1,1,1,1,1,1,0,1
RNBC1_NREP9_tag33_F2,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP9_tag33_F3,65,4,4,1,4,1,4,4,0,1
RNBC1_NREP9_tag33_F5,8,5,5,4,4,3,5,4,0,4
RNBC1_NREP9_tag33_F7,1825,177,177,21,156,7,177,156,0,21
RNBC1_NREP9_tag33_F8,176,11,11,1,11,1,11,11,0,1
RNBC1_NREP9_tag33_F9,96,18,18,5,18,5,18,18,0,6
RNBC1_NREP9_tag33_G11,24,6,6,5,3,3,6,3,0,5
RNBC1_NREP9_tag33_G10,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP9_tag33_G12,340,21,21,3,7,2,21,7,0,4
RNBC1_NREP9_tag33_G1,11,1,1,1,1,1,1,1,0,1
RNBC1_NREP9_tag33_G2,2,2,2,2,2,2,2,2,0,2
RNBC1_NREP9_tag33_G3,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP9_tag33_G4,725,153,153,3,151,1,153,151,0,3
RNBC1_NREP9_tag33_G5,19,3,3,1,3,1,3,3,0,1
RNBC1_NREP9_tag33_G6,1020,112,112,4,111,3,112,111,0,4
RNBC1_NREP9_tag33_G8,653,40,40,2,40,2,40,40,0,3
RNBC1_NREP9_tag33_G9,1770,175,175,20,156,11,175,156,0,21
RNBC1_NREP9_tag33_H10,8340,498,498,2,498,2,498,498,0,2
RNBC1_NREP9_tag33_H11,16275,683,683,8,682,7,683,682,0,8
RNBC1_NREP9_tag33_H12,63,13,13,4,12,3,13,12,0,4
RNBC1_NREP9_tag33_H2,5,4,4,2,4,2,4,4,0,3
RNBC1_NREP9_tag33_H3,30,10,10,4,9,3,10,9,0,4
RNBC1_NREP9_tag33_H4,205,5,5,1,5,1,5,5,0,1
RNBC1_NREP9_tag33_H5,43,14,14,4,14,4,14,14,0,4
RNBC1_NREP9_tag33_H6,1620,287,287,12,267,7,287,267,0,13
RNBC1_NREP9_tag33_H7,4,3,3,3,3,3,3,3,0,3
RNBC1_NREP9_tag33_H8,486,48,48,5,48,3,48,48,0,6
RNBC1_NREP9_tag33_H9,91,7,7,4,5,2,7,5,0,4
RNMB_Foping_BS_P1_tag21_A10,158,43,43,16,37,11,43,37,0,16
RNMB_Foping_BS_P1_tag21_A11,3319,531,531,77,486,33,531,486,0,78
RNMB_Foping_BS_P1_tag21_A12,1953,522,522,56,482,26,522,482,0,57
RNMB_Foping_BS_P1_tag21_A1,39,19,19,9,12,3,19,12,0,9
RNMB_Foping_BS_P1_tag21_A2,27,15,15,5,14,4,15,14,0,5
RNMB_Foping_BS_P1_tag21_A3,4651,703,703,46,670,18,703,670,0,46
RNMB_Foping_BS_P1_tag21_A4,326,94,94,43,52,12,94,52,0,43
RNMB_Foping_BS_P1_tag21_A5,909,128,128,42,70,7,128,70,0,42
RNMB_Foping_BS_P1_tag21_A6,27,20,20,12,11,4,20,11,0,12
RNMB_Foping_BS_P1_tag21_A7,8357,1289,1289,119,1173,39,1289,1173,0,119
RNMB_Foping_BS_P1_tag21_A8,7,6,6,5,5,4,6,5,0,5
RNMB_Foping_BS_P1_tag21_A9,211,33,33,11,30,8,33,30,0,11
RNMB_Foping_BS_P1_tag21_B10,22,19,19,9,18,8,19,18,0,9
RNMB_Foping_BS_P1_tag21_B11,24,13,13,8,13,8,13,13,0,8
RNMB_Foping_BS_P1_tag21_B12,163,77,77,31,62,17,77,62,0,31
RNMB_Foping_BS_P1_tag21_B1,55,25,25,10,16,2,25,16,0,10
RNMB_Foping_BS_P1_tag21_B2,3,3,3,3,3,3,3,3,0,3
RNMB_Foping_BS_P1_tag21_B3,140,53,53,19,46,12,53,46,0,20
RNMB_Foping_BS_P1_tag21_B4,227,74,74,35,38,5,74,38,0,35
RNMB_Foping_BS_P1_tag21_B5,20,16,16,6,13,3,16,13,0,6
RNMB_Foping_BS_P1_tag21_B6,11,8,8,6,7,5,8,7,0,6
RNMB_Foping_BS_P1_tag21_B7,8697,1242,1242,111,1160,38,1242,1160,0,113
RNMB_Foping_BS_P1_tag21_B8,1022,186,186,71,134,30,186,134,0,72
RNMB_Foping_BS_P1_tag21_B9,15,6,6,6,5,5,6,5,0,6
RNMB_Foping_BS_P1_tag21_C10,249,75,75,20,69,14,75,69,0,20
RNMB_Foping_BS_P1_tag21_C11,3118,707,707,64,660,23,707,660,0,65
RNMB_Foping_BS_P1_tag21_C12,2471,478,478,62,432,32,478,432,0,63
RNMB_Foping_BS_P1_tag21_C1,15,14,14,8,11,5,14,11,0,8
RNMB_Foping_BS_P1_tag21_C2,4,4,4,2,4,2,4,4,0,2
RNMB_Foping_BS_P1_tag21_C3,11,10,10,7,7,4,10,7,0,7
RNMB_Foping_BS_P1_tag21_C4,9,7,7,4,3,1,7,3,0,4
RNMB_Foping_BS_P1_tag21_C5,6,6,6,4,5,3,6,5,0,4
RNMB_Foping_BS_P1_tag21_C6,45,13,13,8,5,4,13,5,0,8
RNMB_Foping_BS_P1_tag21_C7,1468,295,295,52,265,25,295,265,0,52
RNMB_Foping_BS_P1_tag21_C8,848,225,225,67,174,26,225,174,0,67
RNMB_Foping_BS_P1_tag21_C9,2377,439,439,64,401,25,439,401,0,66
RNMB_Foping_BS_P1_tag21_D10,43,13,13,9,11,7,13,11,0,9
RNMB_Foping_BS_P1_tag21_D11,3774,950,950,90,888,40,950,888,0,93
RNMB_Foping_BS_P1_tag21_D12,3480,848,848,76,798,31,848,798,0,77
RNMB_Foping_BS_P1_tag21_D1,7,6,6,3,4,1,6,4,0,3
RNMB_Foping_BS_P1_tag21_D2,3,1,1,1,0,0,1,0,0,1
RNMB_Foping_BS_P1_tag21_D3,9,9,9,3,9,3,9,9,0,3
RNMB_Foping_BS_P1_tag21_D4,8,6,6,1,6,1,6,6,0,1
RNMB_Foping_BS_P1_tag21_D5,13,12,12,6,7,2,12,7,0,6
RNMB_Foping_BS_P1_tag21_D6,10,9,9,8,7,6,9,7,0,8
RNMB_Foping_BS_P1_tag21_D7,404,136,136,39,117,20,136,117,0,40
RNMB_Foping_BS_P1_tag21_D8,209,70,70,18,68,16,70,68,0,18
RNMB_Foping_BS_P1_tag21_D9,8776,1448,1448,78,1375,30,1448,1375,0,79
RNMB_Foping_BS_P1_tag21_E10,2879,673,673,37,654,22,673,654,0,37
RNMB_Foping_BS_P1_tag21_E11,1466,481,481,46,458,24,481,458,0,48
RNMB_Foping_BS_P1_tag21_E12,2492,605,605,44,584,24,605,584,0,46
RNMB_Foping_BS_P1_tag21_E1,2,2,2,2,2,2,2,2,0,2
RNMB_Foping_BS_P1_tag21_E2,4,3,3,3,3,3,3,3,0,3
RNMB_Foping_BS_P1_tag21_E3,9,8,8,6,5,3,8,5,0,6
RNMB_Foping_BS_P1_tag21_E5,172,71,71,35,38,8,71,38,0,35
RNMB_Foping_BS_P1_tag21_E4,2,2,2,2,2,2,2,2,0,2
RNMB_Foping_BS_P1_tag21_E6,85,46,46,35,25,16,46,25,0,36
RNMB_Foping_BS_P1_tag21_E7,581,126,126,44,102,20,126,102,0,46
RNMB_Foping_BS_P1_tag21_E8,1938,231,231,46,201,19,231,201,0,46
RNMB_Foping_BS_P1_tag21_E9,6540,1172,1172,73,1096,34,1172,1096,0,75
RNMB_Foping_BS_P1_tag21_F10,38,23,23,12,22,11,23,22,0,12
RNMB_Foping_BS_P1_tag21_F11,1940,446,446,40,432,28,446,432,0,41
RNMB_Foping_BS_P1_tag21_F12,175,68,68,27,59,19,68,59,0,28
RNMB_Foping_BS_P1_tag21_F1,16,10,10,3,9,2,10,9,0,3
RNMB_Foping_BS_P1_tag21_F3,56,38,38,17,24,5,38,24,0,17
RNMB_Foping_BS_P1_tag21_F2,4,4,4,2,4,2,4,4,0,2
RNMB_Foping_BS_P1_tag21_F4,74,35,35,16,19,2,35,19,0,16
RNMB_Foping_BS_P1_tag21_F5,24,14,14,11,5,2,14,5,0,11
RNMB_Foping_BS_P1_tag21_F6,93,50,50,24,31,6,50,31,0,24
RNMB_Foping_BS_P1_tag21_F7,582,144,144,50,118,27,144,118,0,50
RNMB_Foping_BS_P1_tag21_F8,3195,632,632,24,626,17,632,626,0,25
RNMB_Foping_BS_P1_tag21_F9,1494,429,429,14,419,9,429,419,0,15
RNMB_Foping_BS_P1_tag21_G10,364,75,75,18,71,14,75,71,0,18
RNMB_Foping_BS_P1_tag21_G11,9681,1715,1715,87,1652,33,1715,1652,0,88
RNMB_Foping_BS_P1_tag21_G12,1577,440,440,48,406,20,440,406,0,48
RNMB_Foping_BS_P1_tag21_G1,6,6,6,3,5,2,6,5,0,3
RNMB_Foping_BS_P1_tag21_G3,12,9,9,7,5,3,9,5,0,7
RNMB_Foping_BS_P1_tag21_G2,1,1,1,1,1,1,1,1,0,1
RNMB_Foping_BS_P1_tag21_G4,116,56,56,27,25,2,56,25,0,27
RNMB_Foping_BS_P1_tag21_G5,16,14,14,9,7,3,14,7,0,9
RNMB_Foping_BS_P1_tag21_G6,705,160,160,73,98,23,160,98,0,74
RNMB_Foping_BS_P1_tag21_G7,743,213,213,49,189,26,213,189,0,51
RNMB_Foping_BS_P1_tag21_G8,1094,233,233,25,224,16,233,224,0,25
RNMB_Foping_BS_P1_tag21_G9,6480,958,958,16,945,9,958,945,0,17
RNMB_Foping_BS_P1_tag21_H10,2744,545,545,49,514,23,545,514,0,50
RNMB_Foping_BS_P1_tag21_H11,5803,1099,1099,83,1029,26,1099,1029,0,85
RNMB_Foping_BS_P1_tag21_H12,375,137,137,30,123,17,137,123,0,31
RNMB_Foping_BS_P1_tag21_H1,47,25,25,8,21,4,25,21,0,8
RNMB_Foping_BS_P1_tag21_H3,46,28,28,15,12,2,28,12,0,15
RNMB_Foping_BS_P1_tag21_H2,3,2,2,2,2,2,2,2,0,2
RNMB_Foping_BS_P1_tag21_H4,1294,215,215,62,141,8,215,141,0,64
RNMB_Foping_BS_P1_tag21_H5,77,44,44,20,23,2,44,23,0,20
RNMB_Foping_BS_P1_tag21_H6,473,142,142,29,128,15,142,128,0,29
RNMB_Foping_BS_P1_tag21_H7,385,121,121,56,77,16,121,77,0,57
RNMB_Foping_BS_P1_tag21_H8,2707,591,591,25,577,11,591,577,0,26
RNMB_Foping_BS_P1_tag21_H9,1215,214,214,6,213,5,214,213,0,6
RNMB_Foping_BS_P2_tag24_A10,475,203,203,56,186,44,203,186,0,58
RNMB_Foping_BS_P2_tag24_A11,5499,1290,1290,136,1217,83,1290,1217,0,142
RNMB_Foping_BS_P2_tag24_A12,4908,1258,1258,176,1157,91,1258,1157,0,178
RNMB_Foping_BS_P2_tag24_A1,930,272,272,74,242,45,272,242,0,77
RNMB_Foping_BS_P2_tag24_A2,250,100,100,37,95,31,100,95,0,40
RNMB_Foping_BS_P2_tag24_A3,56411,7384,7384,337,7000,125,7384,7000,0,341
RNMB_Foping_BS_P2_tag24_A4,22365,4115,4115,214,3955,98,4115,3955,0,220
RNMB_Foping_BS_P2_tag24_A5,11818,2756,2756,252,2530,112,2756,2530,0,256
RNMB_Foping_BS_P2_tag24_A6,139,86,86,38,75,27,86,75,0,38
RNMB_Foping_BS_P2_tag24_A7,18074,3216,3216,251,3046,111,3216,3046,0,255
RNMB_Foping_BS_P2_tag24_A8,33,29,29,21,29,21,29,29,0,21
RNMB_Foping_BS_P2_tag24_A9,702,242,242,50,227,37,242,227,0,52
RNMB_Foping_BS_P2_tag24_B10,55,44,44,29,43,27,44,43,0,30
RNMB_Foping_BS_P2_tag24_B11,58,41,41,27,37,25,41,37,0,27
RNMB_Foping_BS_P2_tag24_B12,470,175,175,69,161,55,175,161,0,70
RNMB_Foping_BS_P2_tag24_B1,1002,327,327,69,306,44,327,306,0,73
RNMB_Foping_BS_P2_tag24_B2,66,52,52,26,51,25,52,51,0,27
RNMB_Foping_BS_P2_tag24_B3,1311,453,453,78,425,48,453,425,0,82
RNMB_Foping_BS_P2_tag24_B4,9222,2062,2062,157,1966,83,2062,1966,0,161
RNMB_Foping_BS_P2_tag24_B5,329,182,182,44,170,30,182,170,0,45
RNMB_Foping_BS_P2_tag24_B6,54,42,42,28,38,25,42,38,0,29
RNMB_Foping_BS_P2_tag24_B7,9539,2136,2136,146,2079,95,2136,2079,0,147
RNMB_Foping_BS_P2_tag24_B8,4166,927,927,116,892,84,927,892,0,119
RNMB_Foping_BS_P2_tag24_B9,70,40,40,22,40,22,40,40,0,24
RNMB_Foping_BS_P2_tag24_C10,325,141,141,56,136,47,141,136,0,57
RNMB_Foping_BS_P2_tag24_C11,7552,1673,1673,153,1599,87,1673,1599,0,159
RNMB_Foping_BS_P2_tag24_C12,7109,1205,1205,110,1155,76,1205,1155,0,114
RNMB_Foping_BS_P2_tag24_C1,278,117,117,33,112,28,117,112,0,34
RNMB_Foping_BS_P2_tag24_C2,47,33,33,21,30,18,33,30,0,21
RNMB_Foping_BS_P2_tag24_C3,250,103,103,29,100,27,103,100,0,31
RNMB_Foping_BS_P2_tag24_C4,145,71,71,21,69,18,71,69,0,22
RNMB_Foping_BS_P2_tag24_C5,123,77,77,31,73,27,77,73,0,32
RNMB_Foping_BS_P2_tag24_C6,287,145,145,32,140,26,145,140,0,35
RNMB_Foping_BS_P2_tag24_C7,13834,2350,2350,183,2256,101,2350,2256,0,187
RNMB_Foping_BS_P2_tag24_C8,4869,1245,1245,158,1169,85,1245,1169,0,162
RNMB_Foping_BS_P2_tag24_C9,2688,751,751,91,732,68,751,732,0,93
RNMB_Foping_BS_P2_tag24_D10,142,62,62,26,60,24,62,60,0,26
RNMB_Foping_BS_P2_tag24_D11,14034,2539,2539,224,2403,124,2539,2403,0,230
RNMB_Foping_BS_P2_tag24_D12,11504,2681,2681,326,2492,171,2681,2492,0,329
RNMB_Foping_BS_P2_tag24_D1,152,66,66,30,62,26,66,62,0,30
RNMB_Foping_BS_P2_tag24_D2,39,34,34,16,33,15,34,33,0,16
RNMB_Foping_BS_P2_tag24_D3,63,52,52,24,51,23,52,51,0,26
RNMB_Foping_BS_P2_tag24_D4,194,91,91,31,86,25,91,86,0,34
RNMB_Foping_BS_P2_tag24_D5,134,82,82,25,80,23,82,80,0,25
RNMB_Foping_BS_P2_tag24_D6,167,57,57,18,56,17,57,56,0,18
RNMB_Foping_BS_P2_tag24_D7,899,319,319,71,291,46,319,291,0,75
RNMB_Foping_BS_P2_tag24_D8,550,188,188,48,166,31,188,166,0,50
RNMB_Foping_BS_P2_tag24_D9,10201,2075,2075,152,1994,89,2075,1994,0,158
RNMB_Foping_BS_P2_tag24_E10,2281,673,673,106,635,71,673,635,0,109
RNMB_Foping_BS_P2_tag24_E11,3032,714,714,127,666,81,714,666,0,129
RNMB_Foping_BS_P2_tag24_E12,3303,956,956,164,887,106,956,887,0,169
RNMB_Foping_BS_P2_tag24_E1,44,29,29,18,29,18,29,29,0,18
RNMB_Foping_BS_P2_tag24_E2,35,28,28,18,27,16,28,27,0,18
RNMB_Foping_BS_P2_tag24_E3,107,60,60,20,56,17,60,56,0,20
RNMB_Foping_BS_P2_tag24_E4,100,70,70,25,69,23,70,69,0,28
RNMB_Foping_BS_P2_tag24_E5,9080,2261,2261,175,2164,89,2261,2164,0,181
RNMB_Foping_BS_P2_tag24_E6,378,151,151,63,134,45,151,134,0,64
RNMB_Foping_BS_P2_tag24_E7,1853,588,588,92,556,60,588,556,0,96
RNMB_Foping_BS_P2_tag24_E8,5021,901,901,121,841,77,901,841,0,125
RNMB_Foping_BS_P2_tag24_E9,8569,1499,1499,126,1440,78,1499,1440,0,128
RNMB_Foping_BS_P2_tag24_F10,73,42,42,17,41,16,42,41,0,17
RNMB_Foping_BS_P2_tag24_F11,14033,2743,2743,230,2612,120,2743,2612,0,232
RNMB_Foping_BS_P2_tag24_F12,734,308,308,67,289,49,308,289,0,67
RNMB_Foping_BS_P2_tag24_F1,86,56,56,20,53,17,56,53,0,21
RNMB_Foping_BS_P2_tag24_F2,104,56,56,27,50,21,56,50,0,27
RNMB_Foping_BS_P2_tag24_F3,885,314,314,68,289,40,314,289,0,72
RNMB_Foping_BS_P2_tag24_F4,1009,354,354,65,330,38,354,330,0,68
RNMB_Foping_BS_P2_tag24_F5,1721,330,330,58,309,35,330,309,0,60
RNMB_Foping_BS_P2_tag24_F6,1201,291,291,41,264,28,291,264,0,42
RNMB_Foping_BS_P2_tag24_F7,5018,1007,1007,129,959,84,1007,959,0,131
RNMB_Foping_BS_P2_tag24_F8,5251,1464,1464,177,1377,102,1464,1377,0,182
RNMB_Foping_BS_P2_tag24_F9,1455,455,455,79,432,53,455,432,0,84
RNMB_Foping_BS_P2_tag24_G10,339,94,94,45,81,33,94,81,0,46
RNMB_Foping_BS_P2_tag24_G11,22555,3845,3845,227,3689,124,3845,3689,0,233
RNMB_Foping_BS_P2_tag24_G12,3402,906,906,142,813,81,906,813,0,145
RNMB_Foping_BS_P2_tag24_G1,86,55,55,27,53,24,55,53,0,29
RNMB_Foping_BS_P2_tag24_G2,59,38,38,20,38,20,38,38,0,21
