,reads,uniqs,uniqs_in_bef_OTU,bef_OTU,uniqs_in_aft_OTU,aft_OTU,Got_a_OTU,Got_both,Got_nor,master_OTU
RNBC1_NREP8_tag32_A6,2,2,2,2,2,2,2,2,0,2
RNBC1_NREP8_tag32_A7,2954,264,264,11,4,3,264,4,0,11
RNBC1_NREP8_tag32_A8,2,1,1,1,0,0,1,0,0,1
RNBC1_NREP8_tag32_A9,2,2,2,2,2,2,2,2,0,2
RNBC1_NREP8_tag32_B11,216,13,13,1,2,1,13,2,0,1
RNBC1_NREP8_tag32_B12,479,54,54,3,2,2,54,2,0,3
RNBC1_NREP8_tag32_B2,2,2,2,2,2,2,2,2,0,2
RNBC1_NREP8_tag32_B3,126,39,39,3,3,3,39,3,0,4
RNBC1_NREP8_tag32_B4,1519,244,244,3,3,2,244,3,0,3
RNBC1_NREP8_tag32_B5,8,4,4,4,1,1,4,1,0,4
RNBC1_NREP8_tag32_B6,2,2,2,1,1,1,2,1,0,2
RNBC1_NREP8_tag32_B7,8313,939,939,11,51,5,939,51,0,11
RNBC1_NREP8_tag32_B8,74,10,10,5,2,2,10,2,0,5
RNBC1_NREP8_tag32_C10,58,4,4,3,0,0,4,0,0,3
RNBC1_NREP8_tag32_B9,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP8_tag32_C11,199,49,49,27,7,5,49,7,0,27
RNBC1_NREP8_tag32_C12,481,47,47,5,1,1,47,1,0,5
RNBC1_NREP8_tag32_C1,20,3,3,2,1,1,3,1,0,2
RNBC1_NREP8_tag32_C3,2,2,2,2,1,1,2,1,0,3
RNBC1_NREP8_tag32_C5,11,4,4,2,1,1,4,1,0,2
RNBC1_NREP8_tag32_C2,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP8_tag32_C4,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP8_tag32_C6,42,31,31,6,9,4,31,9,0,6
RNBC1_NREP8_tag32_C7,2046,213,213,15,3,2,213,3,0,15
RNBC1_NREP8_tag32_C9,917,82,82,7,4,3,82,4,0,7
RNBC1_NREP8_tag32_D11,286,53,53,29,2,2,53,2,0,29
RNBC1_NREP8_tag32_D10,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP8_tag32_D12,18,10,10,8,3,3,10,3,0,8
RNBC1_NREP8_tag32_D1,1,1,1,1,0,0,1,0,0,1
RNBC1_NREP8_tag32_D3,2,1,1,1,0,0,1,0,0,1
RNBC1_NREP8_tag32_D4,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP8_tag32_D5,11,9,9,1,1,1,9,1,0,1
RNBC1_NREP8_tag32_D6,4,3,3,3,1,1,3,1,0,3
RNBC1_NREP8_tag32_D7,57,22,22,5,1,1,22,1,0,5
RNBC1_NREP8_tag32_D8,275,17,17,3,1,1,17,1,0,3
RNBC1_NREP8_tag32_D9,1162,120,120,11,3,3,120,3,0,11
RNBC1_NREP8_tag32_E10,43,13,13,10,4,4,13,4,0,10
RNBC1_NREP8_tag32_E1,6,3,3,2,0,0,3,0,0,2
RNBC1_NREP8_tag32_E12,7,6,6,6,1,1,6,1,0,6
RNBC1_NREP8_tag32_E2,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP8_tag32_E4,92,25,25,2,1,1,25,1,0,2
RNBC1_NREP8_tag32_E5,127,36,36,13,4,4,36,4,0,13
RNBC1_NREP8_tag32_E6,7,5,5,3,2,2,5,2,0,3
RNBC1_NREP8_tag32_E7,28,7,7,6,0,0,7,0,0,6
RNBC1_NREP8_tag32_E8,47,14,14,10,1,1,14,1,0,10
RNBC1_NREP8_tag32_E9,24,8,8,7,3,3,8,3,0,7
RNBC1_NREP8_tag32_F10,9,5,5,5,1,1,5,1,0,5
RNBC1_NREP8_tag32_F11,1486,243,243,34,6,6,243,6,0,34
RNBC1_NREP8_tag32_F12,5,5,5,5,1,1,5,1,0,5
RNBC1_NREP8_tag32_F2,2,1,1,1,0,0,1,0,0,1
RNBC1_NREP8_tag32_F3,2,2,2,2,0,0,2,0,0,2
RNBC1_NREP8_tag32_F4,3,3,3,2,1,1,3,1,0,2
RNBC1_NREP8_tag32_F5,3,2,2,2,2,2,2,2,0,2
RNBC1_NREP8_tag32_F6,2,2,2,2,0,0,2,0,0,2
RNBC1_NREP8_tag32_F7,3112,339,339,19,2,2,339,2,0,19
RNBC1_NREP8_tag32_F8,726,151,151,15,2,2,151,2,0,15
RNBC1_NREP8_tag32_F9,199,21,21,15,1,1,21,1,0,15
RNBC1_NREP8_tag32_G10,57,20,20,6,2,2,20,2,0,6
RNBC1_NREP8_tag32_G11,47,9,9,8,1,1,9,1,0,8
RNBC1_NREP8_tag32_G12,1059,89,89,8,3,2,89,3,0,8
RNBC1_NREP8_tag32_G1,2,2,2,2,1,1,2,1,0,2
RNBC1_NREP8_tag32_G4,9,5,5,4,0,0,5,0,0,4
RNBC1_NREP8_tag32_G3,1,1,1,1,0,0,1,0,0,1
RNBC1_NREP8_tag32_G6,518,43,43,9,1,1,43,1,0,9
RNBC1_NREP8_tag32_G7,14,2,2,2,0,0,2,0,0,2
RNBC1_NREP8_tag32_G8,61,11,11,8,2,2,11,2,0,8
RNBC1_NREP8_tag32_G9,53,11,11,4,2,2,11,2,0,4
RNBC1_NREP8_tag32_H10,28,8,8,6,2,1,8,2,0,6
RNBC1_NREP8_tag32_H11,131,13,13,6,2,2,13,2,0,6
RNBC1_NREP8_tag32_H12,484,46,46,8,2,2,46,2,0,8
RNBC1_NREP8_tag32_H2,2,1,1,1,0,0,1,0,0,1
RNBC1_NREP8_tag32_H3,3,1,1,1,0,0,1,0,0,1
RNBC1_NREP8_tag32_H4,24,8,8,6,1,1,8,1,0,6
RNBC1_NREP8_tag32_H6,3314,286,286,41,7,6,286,7,0,41
RNBC1_NREP8_tag32_H5,1,1,1,1,0,0,1,0,0,1
RNBC1_NREP8_tag32_H1,1,1,1,1,0,0,1,0,0,1
RNBC1_NREP8_tag32_H7,4,3,3,2,2,2,3,2,0,2
RNBC1_NREP8_tag32_H8,108,23,23,9,2,2,23,2,0,9
RNBC1_NREP8_tag32_H9,64,26,26,7,3,1,26,3,0,7
RNBC1_NREP9_tag33_A10,35,8,8,7,2,2,8,2,0,7
RNBC1_NREP9_tag33_A11,596,58,58,11,1,1,58,1,0,11
RNBC1_NREP9_tag33_A12,32,11,11,10,7,3,11,7,0,10
RNBC1_NREP9_tag33_A1,16,6,6,5,2,2,6,2,0,5
RNBC1_NREP9_tag33_A2,3,2,2,2,0,0,2,0,0,2
RNBC1_NREP9_tag33_A3,3375,319,319,17,6,2,319,6,0,18
RNBC1_NREP9_tag33_A4,18,6,6,6,1,1,6,1,0,6
RNBC1_NREP9_tag33_A5,397,92,92,30,10,2,92,10,0,30
RNBC1_NREP9_tag33_A6,7,3,3,1,0,0,3,0,0,1
RNBC1_NREP9_tag33_A7,6913,499,499,34,0,0,499,0,0,34
RNBC1_NREP9_tag33_A9,8,4,4,4,0,0,4,0,0,4
RNBC1_NREP9_tag33_B10,4,2,2,2,1,1,2,1,0,2
RNBC1_NREP9_tag33_B11,3,2,2,2,0,0,2,0,0,2
RNBC1_NREP9_tag33_B12,35,18,18,1,0,0,18,0,0,1
RNBC1_NREP9_tag33_B3,2,1,1,1,0,0,1,0,0,1
RNBC1_NREP9_tag33_B1,5,2,2,1,1,1,2,1,0,1
RNBC1_NREP9_tag33_B2,1,1,1,1,0,0,1,0,0,1
RNBC1_NREP9_tag33_B4,24,8,8,7,2,2,8,2,0,7
RNBC1_NREP9_tag33_B5,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP9_tag33_B6,3,3,3,3,1,1,3,1,0,3
RNBC1_NREP9_tag33_B7,23951,815,815,2,2,2,815,2,0,2
RNBC1_NREP9_tag33_B8,536,77,77,10,14,3,77,14,0,10
RNBC1_NREP9_tag33_B9,4,3,3,2,2,2,3,2,0,2
RNBC1_NREP9_tag33_C10,70,29,29,3,2,2,29,2,0,4
RNBC1_NREP9_tag33_C11,2235,243,243,9,29,4,243,29,0,9
RNBC1_NREP9_tag33_C12,13,5,5,2,1,1,5,1,0,2
RNBC1_NREP9_tag33_C4,9,3,3,3,1,1,3,1,0,3
RNBC1_NREP9_tag33_C3,6,1,1,1,1,1,1,1,0,1
RNBC1_NREP9_tag33_C5,8,3,3,1,1,1,3,1,0,1
RNBC1_NREP9_tag33_C6,17,8,8,1,1,1,8,1,0,1
RNBC1_NREP9_tag33_C7,449,87,87,10,3,2,87,3,0,10
RNBC1_NREP9_tag33_C8,2,1,1,1,0,0,1,0,0,1
RNBC1_NREP9_tag33_C9,1947,161,161,4,2,2,161,2,0,4
RNBC1_NREP9_tag33_D10,41,17,17,4,3,2,17,3,0,4
RNBC1_NREP9_tag33_D11,22658,829,829,7,4,4,829,4,0,7
RNBC1_NREP9_tag33_D12,174,16,16,3,2,2,16,2,0,3
RNBC1_NREP9_tag33_D1,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP9_tag33_D3,2,2,2,1,0,0,2,0,0,1
RNBC1_NREP9_tag33_D5,4,4,4,3,2,2,4,2,0,3
RNBC1_NREP9_tag33_D7,8,5,5,4,1,1,5,1,0,4
RNBC1_NREP9_tag33_D8,8,1,1,1,1,1,1,1,0,1
RNBC1_NREP9_tag33_D2,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP9_tag33_D9,10,3,3,3,0,0,3,0,0,3
RNBC1_NREP9_tag33_E10,359,29,29,4,3,3,29,3,0,4
RNBC1_NREP9_tag33_E11,169,60,60,6,1,1,60,1,0,6
RNBC1_NREP9_tag33_E12,285,23,23,4,1,1,23,1,0,4
RNBC1_NREP9_tag33_E2,1,1,1,1,0,0,1,0,0,1
RNBC1_NREP9_tag33_E3,22,9,9,1,1,1,9,1,0,1
RNBC1_NREP9_tag33_E5,694,83,83,6,2,2,83,2,0,6
RNBC1_NREP9_tag33_E6,3,3,3,2,2,2,3,2,0,2
RNBC1_NREP9_tag33_E7,169,20,20,4,2,2,20,2,0,4
RNBC1_NREP9_tag33_E8,49,13,13,2,1,1,13,1,0,2
RNBC1_NREP9_tag33_E9,1747,162,162,2,2,2,162,2,0,2
RNBC1_NREP9_tag33_F10,4,3,3,3,1,1,3,1,0,3
RNBC1_NREP9_tag33_F11,5655,314,314,4,4,3,314,4,0,4
RNBC1_NREP9_tag33_F12,92,33,33,4,2,1,33,2,0,4
RNBC1_NREP9_tag33_F1,4,1,1,1,1,1,1,1,0,1
RNBC1_NREP9_tag33_F2,1,1,1,1,0,0,1,0,0,1
RNBC1_NREP9_tag33_F3,65,4,4,1,1,1,4,1,0,1
RNBC1_NREP9_tag33_F5,8,5,5,4,2,2,5,2,0,4
RNBC1_NREP9_tag33_F7,1825,177,177,21,1,1,177,1,0,21
RNBC1_NREP9_tag33_F8,176,11,11,1,1,1,11,1,0,1
RNBC1_NREP9_tag33_F9,96,18,18,5,1,1,18,1,0,5
RNBC1_NREP9_tag33_G11,24,6,6,5,2,2,6,2,0,5
RNBC1_NREP9_tag33_G10,1,1,1,1,0,0,1,0,0,1
RNBC1_NREP9_tag33_G12,340,21,21,3,2,2,21,2,0,4
RNBC1_NREP9_tag33_G1,11,1,1,1,1,1,1,1,0,1
RNBC1_NREP9_tag33_G2,2,2,2,2,1,1,2,1,0,2
RNBC1_NREP9_tag33_G3,1,1,1,1,1,1,1,1,0,1
RNBC1_NREP9_tag33_G4,725,153,153,3,0,0,153,0,0,3
RNBC1_NREP9_tag33_G5,19,3,3,1,1,1,3,1,0,1
RNBC1_NREP9_tag33_G6,1020,112,112,4,3,2,112,3,0,4
RNBC1_NREP9_tag33_G8,653,40,40,2,0,0,40,0,0,2
RNBC1_NREP9_tag33_G9,1770,175,175,20,1,1,175,1,0,20
RNBC1_NREP9_tag33_H10,8340,498,498,2,1,1,498,1,0,2
RNBC1_NREP9_tag33_H11,16275,683,683,8,3,3,683,3,0,8
RNBC1_NREP9_tag33_H12,63,13,13,4,6,3,13,6,0,4
RNBC1_NREP9_tag33_H2,5,4,4,2,2,2,4,2,0,3
RNBC1_NREP9_tag33_H3,30,10,10,4,1,1,10,1,0,4
RNBC1_NREP9_tag33_H4,205,5,5,1,1,1,5,1,0,1
RNBC1_NREP9_tag33_H5,43,14,14,4,0,0,14,0,0,4
RNBC1_NREP9_tag33_H6,1620,287,287,12,15,5,287,15,0,13
RNBC1_NREP9_tag33_H7,4,3,3,3,3,3,3,3,0,3
RNBC1_NREP9_tag33_H8,486,48,48,5,5,2,48,5,0,5
RNBC1_NREP9_tag33_H9,91,7,7,4,0,0,7,0,0,4
RNMB_Foping_BS_P1_tag21_A10,158,43,43,16,7,7,43,7,0,16
RNMB_Foping_BS_P1_tag21_A11,3319,531,531,77,19,13,531,19,0,78
RNMB_Foping_BS_P1_tag21_A12,1953,522,522,56,25,13,522,25,0,56
RNMB_Foping_BS_P1_tag21_A1,39,19,19,9,9,3,19,9,0,9
RNMB_Foping_BS_P1_tag21_A2,27,15,15,5,5,4,15,5,0,5
RNMB_Foping_BS_P1_tag21_A3,4651,703,703,46,24,10,703,24,0,46
RNMB_Foping_BS_P1_tag21_A4,326,94,94,43,13,2,94,13,0,43
RNMB_Foping_BS_P1_tag21_A5,909,128,128,42,16,4,128,16,0,42
RNMB_Foping_BS_P1_tag21_A6,27,20,20,12,4,2,20,4,0,12
RNMB_Foping_BS_P1_tag21_A7,8357,1289,1289,119,53,18,1289,53,0,119
RNMB_Foping_BS_P1_tag21_A8,7,6,6,5,2,2,6,2,0,5
RNMB_Foping_BS_P1_tag21_A9,211,33,33,11,5,4,33,5,0,11
RNMB_Foping_BS_P1_tag21_B10,22,19,19,9,4,3,19,4,0,9
RNMB_Foping_BS_P1_tag21_B11,24,13,13,8,5,4,13,5,0,8
RNMB_Foping_BS_P1_tag21_B12,163,77,77,31,16,9,77,16,0,31
RNMB_Foping_BS_P1_tag21_B1,55,25,25,10,12,2,25,12,0,10
RNMB_Foping_BS_P1_tag21_B2,3,3,3,3,1,1,3,1,0,3
RNMB_Foping_BS_P1_tag21_B3,140,53,53,19,17,7,53,17,0,19
RNMB_Foping_BS_P1_tag21_B4,227,74,74,35,15,3,74,15,0,35
RNMB_Foping_BS_P1_tag21_B5,20,16,16,6,6,2,16,6,0,6
RNMB_Foping_BS_P1_tag21_B6,11,8,8,6,3,2,8,3,0,6
RNMB_Foping_BS_P1_tag21_B7,8697,1242,1242,111,44,25,1242,44,0,112
RNMB_Foping_BS_P1_tag21_B8,1022,186,186,71,19,17,186,19,0,71
RNMB_Foping_BS_P1_tag21_B9,15,6,6,6,3,3,6,3,0,6
RNMB_Foping_BS_P1_tag21_C10,249,75,75,20,4,3,75,4,0,20
RNMB_Foping_BS_P1_tag21_C11,3118,707,707,64,8,4,707,8,0,64
RNMB_Foping_BS_P1_tag21_C12,2471,478,478,62,21,16,478,21,0,63
RNMB_Foping_BS_P1_tag21_C1,15,14,14,8,6,3,14,6,0,8
RNMB_Foping_BS_P1_tag21_C2,4,4,4,2,2,1,4,2,0,2
RNMB_Foping_BS_P1_tag21_C3,11,10,10,7,5,2,10,5,0,7
RNMB_Foping_BS_P1_tag21_C4,9,7,7,4,3,1,7,3,0,4
RNMB_Foping_BS_P1_tag21_C5,6,6,6,4,4,2,6,4,0,4
RNMB_Foping_BS_P1_tag21_C6,45,13,13,8,2,2,13,2,0,8
RNMB_Foping_BS_P1_tag21_C7,1468,295,295,52,19,13,295,19,0,52
RNMB_Foping_BS_P1_tag21_C8,848,225,225,67,11,10,225,11,0,67
RNMB_Foping_BS_P1_tag21_C9,2377,439,439,64,16,11,439,16,0,65
RNMB_Foping_BS_P1_tag21_D10,43,13,13,9,4,3,13,4,0,9
RNMB_Foping_BS_P1_tag21_D11,3774,950,950,90,19,13,950,19,0,90
RNMB_Foping_BS_P1_tag21_D12,3480,848,848,76,12,8,848,12,0,76
RNMB_Foping_BS_P1_tag21_D1,7,6,6,3,3,1,6,3,0,3
RNMB_Foping_BS_P1_tag21_D2,3,1,1,1,0,0,1,0,0,1
RNMB_Foping_BS_P1_tag21_D3,9,9,9,3,4,2,9,4,0,3
RNMB_Foping_BS_P1_tag21_D4,8,6,6,1,5,1,6,5,0,1
RNMB_Foping_BS_P1_tag21_D5,13,12,12,6,4,1,12,4,0,6
RNMB_Foping_BS_P1_tag21_D6,10,9,9,8,1,1,9,1,0,8
RNMB_Foping_BS_P1_tag21_D7,404,136,136,39,13,9,136,13,0,40
RNMB_Foping_BS_P1_tag21_D8,209,70,70,18,9,9,70,9,0,18
RNMB_Foping_BS_P1_tag21_D9,8776,1448,1448,78,48,22,1448,48,0,78
RNMB_Foping_BS_P1_tag21_E10,2879,673,673,37,13,10,673,13,0,37
RNMB_Foping_BS_P1_tag21_E11,1466,481,481,46,12,8,481,12,0,47
RNMB_Foping_BS_P1_tag21_E12,2492,605,605,44,13,11,605,13,0,45
RNMB_Foping_BS_P1_tag21_E1,2,2,2,2,1,1,2,1,0,2
RNMB_Foping_BS_P1_tag21_E2,4,3,3,3,1,1,3,1,0,3
RNMB_Foping_BS_P1_tag21_E3,9,8,8,6,5,3,8,5,0,6
RNMB_Foping_BS_P1_tag21_E5,172,71,71,35,11,3,71,11,0,35
RNMB_Foping_BS_P1_tag21_E4,2,2,2,2,2,2,2,2,0,2
RNMB_Foping_BS_P1_tag21_E6,85,46,46,35,5,5,46,5,0,35
RNMB_Foping_BS_P1_tag21_E7,581,126,126,44,9,9,126,9,0,46
RNMB_Foping_BS_P1_tag21_E8,1938,231,231,46,9,7,231,9,0,46
RNMB_Foping_BS_P1_tag21_E9,6540,1172,1172,73,38,20,1172,38,0,74
RNMB_Foping_BS_P1_tag21_F10,38,23,23,12,5,5,23,5,0,12
RNMB_Foping_BS_P1_tag21_F11,1940,446,446,40,21,15,446,21,0,41
RNMB_Foping_BS_P1_tag21_F12,175,68,68,27,5,5,68,5,0,27
RNMB_Foping_BS_P1_tag21_F1,16,10,10,3,3,2,10,3,0,3
RNMB_Foping_BS_P1_tag21_F3,56,38,38,17,11,4,38,11,0,17
RNMB_Foping_BS_P1_tag21_F2,4,4,4,2,4,2,4,4,0,2
RNMB_Foping_BS_P1_tag21_F4,74,35,35,16,13,2,35,13,0,16
RNMB_Foping_BS_P1_tag21_F5,24,14,14,11,2,1,14,2,0,11
RNMB_Foping_BS_P1_tag21_F6,93,50,50,24,6,2,50,6,0,24
RNMB_Foping_BS_P1_tag21_F7,582,144,144,50,16,13,144,16,0,50
RNMB_Foping_BS_P1_tag21_F8,3195,632,632,24,7,6,632,7,0,24
RNMB_Foping_BS_P1_tag21_F9,1494,429,429,14,43,8,429,43,0,15
RNMB_Foping_BS_P1_tag21_G10,364,75,75,18,10,8,75,10,0,18
RNMB_Foping_BS_P1_tag21_G11,9681,1715,1715,87,14,10,1715,14,0,87
RNMB_Foping_BS_P1_tag21_G12,1577,440,440,48,15,11,440,15,0,48
RNMB_Foping_BS_P1_tag21_G1,6,6,6,3,3,2,6,3,0,3
RNMB_Foping_BS_P1_tag21_G3,12,9,9,7,3,2,9,3,0,7
RNMB_Foping_BS_P1_tag21_G2,1,1,1,1,1,1,1,1,0,1
RNMB_Foping_BS_P1_tag21_G4,116,56,56,27,11,2,56,11,0,27
RNMB_Foping_BS_P1_tag21_G5,16,14,14,9,5,2,14,5,0,9
RNMB_Foping_BS_P1_tag21_G6,705,160,160,73,18,11,160,18,0,74
RNMB_Foping_BS_P1_tag21_G7,743,213,213,49,14,10,213,14,0,51
RNMB_Foping_BS_P1_tag21_G8,1094,233,233,25,13,9,233,13,0,25
RNMB_Foping_BS_P1_tag21_G9,6480,958,958,16,43,5,958,43,0,16
RNMB_Foping_BS_P1_tag21_H10,2744,545,545,49,7,7,545,7,0,49
RNMB_Foping_BS_P1_tag21_H11,5803,1099,1099,83,17,12,1099,17,0,83
RNMB_Foping_BS_P1_tag21_H12,375,137,137,30,13,10,137,13,0,31
RNMB_Foping_BS_P1_tag21_H1,47,25,25,8,11,3,25,11,0,8
RNMB_Foping_BS_P1_tag21_H3,46,28,28,15,6,1,28,6,0,15
RNMB_Foping_BS_P1_tag21_H2,3,2,2,2,2,2,2,2,0,2
RNMB_Foping_BS_P1_tag21_H4,1294,215,215,62,29,5,215,29,0,63
RNMB_Foping_BS_P1_tag21_H5,77,44,44,20,10,1,44,10,0,20
RNMB_Foping_BS_P1_tag21_H6,473,142,142,29,9,6,142,9,0,29
RNMB_Foping_BS_P1_tag21_H7,385,121,121,56,11,9,121,11,0,57
RNMB_Foping_BS_P1_tag21_H8,2707,591,591,25,4,3,591,4,0,25
RNMB_Foping_BS_P1_tag21_H9,1215,214,214,6,7,3,214,7,0,6
RNMB_Foping_BS_P2_tag24_A10,475,203,203,56,30,22,203,30,0,56
RNMB_Foping_BS_P2_tag24_A11,5499,1290,1290,136,43,35,1290,43,0,137
RNMB_Foping_BS_P2_tag24_A12,4908,1258,1258,176,53,43,1258,53,0,176
RNMB_Foping_BS_P2_tag24_A1,930,272,272,74,33,15,272,33,0,74
RNMB_Foping_BS_P2_tag24_A2,250,100,100,37,25,14,100,25,0,37
RNMB_Foping_BS_P2_tag24_A3,56411,7384,7384,337,72,47,7384,72,0,337
RNMB_Foping_BS_P2_tag24_A4,22365,4115,4115,214,53,37,4115,53,0,215
RNMB_Foping_BS_P2_tag24_A5,11818,2756,2756,252,53,41,2756,53,0,252
RNMB_Foping_BS_P2_tag24_A6,139,86,86,38,11,10,86,11,0,38
RNMB_Foping_BS_P2_tag24_A7,18074,3216,3216,251,72,52,3216,72,0,252
RNMB_Foping_BS_P2_tag24_A8,33,29,29,21,5,5,29,5,0,21
RNMB_Foping_BS_P2_tag24_A9,702,242,242,50,19,18,242,19,0,51
RNMB_Foping_BS_P2_tag24_B10,55,44,44,29,15,14,44,15,0,29
RNMB_Foping_BS_P2_tag24_B11,58,41,41,27,10,10,41,10,0,27
RNMB_Foping_BS_P2_tag24_B12,470,175,175,69,23,19,175,23,0,69
RNMB_Foping_BS_P2_tag24_B1,1002,327,327,69,42,20,327,42,0,69
RNMB_Foping_BS_P2_tag24_B2,66,52,52,26,20,15,52,20,0,26
RNMB_Foping_BS_P2_tag24_B3,1311,453,453,78,28,21,453,28,0,78
RNMB_Foping_BS_P2_tag24_B4,9222,2062,2062,157,43,36,2062,43,0,157
RNMB_Foping_BS_P2_tag24_B5,329,182,182,44,17,14,182,17,0,44
RNMB_Foping_BS_P2_tag24_B6,54,42,42,28,9,9,42,9,0,28
RNMB_Foping_BS_P2_tag24_B7,9539,2136,2136,146,68,50,2136,68,0,146
RNMB_Foping_BS_P2_tag24_B8,4166,927,927,116,45,37,927,45,0,118
RNMB_Foping_BS_P2_tag24_B9,70,40,40,22,9,9,40,9,0,22
RNMB_Foping_BS_P2_tag24_C10,325,141,141,56,31,23,141,31,0,56
RNMB_Foping_BS_P2_tag24_C11,7552,1673,1673,153,52,40,1673,52,0,154
RNMB_Foping_BS_P2_tag24_C12,7109,1205,1205,110,46,37,1205,46,0,111
RNMB_Foping_BS_P2_tag24_C1,278,117,117,33,22,12,117,22,0,33
RNMB_Foping_BS_P2_tag24_C2,47,33,33,21,8,8,33,8,0,21
RNMB_Foping_BS_P2_tag24_C3,250,103,103,29,12,10,103,12,0,29
RNMB_Foping_BS_P2_tag24_C4,145,71,71,21,10,9,71,10,0,21
RNMB_Foping_BS_P2_tag24_C5,123,77,77,31,15,9,77,15,0,31
RNMB_Foping_BS_P2_tag24_C6,287,145,145,32,11,9,145,11,0,32
RNMB_Foping_BS_P2_tag24_C7,13834,2350,2350,183,89,49,2350,89,0,184
RNMB_Foping_BS_P2_tag24_C8,4869,1245,1245,158,44,32,1245,44,0,159
RNMB_Foping_BS_P2_tag24_C9,2688,751,751,91,40,31,751,40,0,92
RNMB_Foping_BS_P2_tag24_D10,142,62,62,26,8,7,62,8,0,26
RNMB_Foping_BS_P2_tag24_D11,14034,2539,2539,224,117,64,2539,117,0,226
RNMB_Foping_BS_P2_tag24_D12,11504,2681,2681,326,111,78,2681,111,0,326
RNMB_Foping_BS_P2_tag24_D1,152,66,66,30,19,9,66,19,0,30
RNMB_Foping_BS_P2_tag24_D2,39,34,34,16,9,9,34,9,0,16
RNMB_Foping_BS_P2_tag24_D3,63,52,52,24,15,12,52,15,0,25
RNMB_Foping_BS_P2_tag24_D4,194,91,91,31,8,7,91,8,0,31
RNMB_Foping_BS_P2_tag24_D5,134,82,82,25,15,10,82,15,0,25
RNMB_Foping_BS_P2_tag24_D6,167,57,57,18,4,4,57,4,0,18
RNMB_Foping_BS_P2_tag24_D7,899,319,319,71,30,22,319,30,0,74
RNMB_Foping_BS_P2_tag24_D8,550,188,188,48,15,11,188,15,0,48
RNMB_Foping_BS_P2_tag24_D9,10201,2075,2075,152,63,39,2075,63,0,153
RNMB_Foping_BS_P2_tag24_E10,2281,673,673,106,40,31,673,40,0,107
RNMB_Foping_BS_P2_tag24_E11,3032,714,714,127,52,41,714,52,0,128
RNMB_Foping_BS_P2_tag24_E12,3303,956,956,164,49,38,956,49,0,164
RNMB_Foping_BS_P2_tag24_E1,44,29,29,18,11,9,29,11,0,18
RNMB_Foping_BS_P2_tag24_E2,35,28,28,18,9,7,28,9,0,18
RNMB_Foping_BS_P2_tag24_E3,107,60,60,20,9,7,60,9,0,20
RNMB_Foping_BS_P2_tag24_E4,100,70,70,25,11,11,70,11,0,25
RNMB_Foping_BS_P2_tag24_E5,9080,2261,2261,175,64,48,2261,64,0,178
RNMB_Foping_BS_P2_tag24_E6,378,151,151,63,23,19,151,23,0,63
RNMB_Foping_BS_P2_tag24_E7,1853,588,588,92,26,21,588,26,0,93
RNMB_Foping_BS_P2_tag24_E8,5021,901,901,121,49,38,901,49,0,124
RNMB_Foping_BS_P2_tag24_E9,8569,1499,1499,126,56,36,1499,56,0,126
RNMB_Foping_BS_P2_tag24_F10,73,42,42,17,6,6,42,6,0,17
RNMB_Foping_BS_P2_tag24_F11,14033,2743,2743,230,95,54,2743,95,0,230
RNMB_Foping_BS_P2_tag24_F12,734,308,308,67,20,18,308,20,0,67
RNMB_Foping_BS_P2_tag24_F1,86,56,56,20,14,9,56,14,0,20
RNMB_Foping_BS_P2_tag24_F2,104,56,56,27,10,9,56,10,0,27
RNMB_Foping_BS_P2_tag24_F3,885,314,314,68,23,19,314,23,0,68
RNMB_Foping_BS_P2_tag24_F4,1009,354,354,65,23,17,354,23,0,65
RNMB_Foping_BS_P2_tag24_F5,1721,330,330,58,27,18,330,27,0,58
RNMB_Foping_BS_P2_tag24_F6,1201,291,291,41,6,6,291,6,0,41
RNMB_Foping_BS_P2_tag24_F7,5018,1007,1007,129,43,34,1007,43,0,129
RNMB_Foping_BS_P2_tag24_F8,5251,1464,1464,177,49,40,1464,49,0,178
RNMB_Foping_BS_P2_tag24_F9,1455,455,455,79,35,26,455,35,0,81
RNMB_Foping_BS_P2_tag24_G10,339,94,94,45,14,14,94,14,0,45
RNMB_Foping_BS_P2_tag24_G11,22555,3845,3845,227,80,55,3845,80,0,229
RNMB_Foping_BS_P2_tag24_G12,3402,906,906,142,44,34,906,44,0,144
RNMB_Foping_BS_P2_tag24_G1,86,55,55,27,14,8,55,14,0,27
RNMB_Foping_BS_P2_tag24_G2,59,38,38,20,9,8,38,9,0,20
RNMB_Foping_BS_P2_tag24_G3,162,89,89,32,17,16,89,17,0,32
RNMB_Foping_BS_P2_tag24_G4,2508,752,752,92,21,17,752,21,0,92
RNMB_Foping_BS_P2_tag24_G5,412,165,165,31,14,8,165,14,0,31
RNMB_Foping_BS_P2_tag24_G6,2541,739,739,94,39,26,739,39,0,94
RNMB_Foping_BS_P2_tag24_G7,2569,725,725,116,38,35,725,38,0,117
